created_at,id,text,user,source,hashtags
Tue Mar 06 18:01:11 +0000 2018,971083285194424320,https://t.co/ngTXmiOheG #MentalHealth #Wellness #Pin https://t.co/bN7zHaBYtA,SistahHealth,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","['MentalHealth', 'Wellness', 'Pin']"
Tue Mar 06 18:00:03 +0000 2018,971082997884768256,https://t.co/N6CXHsa8uE - #Empfehlung - #Produkte von #NaturaVitalis | Der #Onlineshop für Ihr #Wohlbefinden! … https://t.co/ysSEMXbtjh,duftinfo,"<a href=""https://friendsplus.me"" rel=""nofollow"">Friends Me</a>","['Empfehlung', 'Produkte', 'NaturaVitalis', 'Onlineshop', 'Wohlbefinden']"
Tue Mar 06 17:56:11 +0000 2018,971082025066262528,#reiki #tameside #wellness #chakras #mindbodyspirit https://t.co/dLCpx94z98,contactmejolie,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['reiki', 'tameside', 'wellness', 'chakras', 'mindbodyspirit']"
Tue Mar 06 17:53:45 +0000 2018,971081412563623938,"¿No has probado la experiencia de Lay-Z? ¿Qué estás esperando?
Descarga ahora la nueva App de Lay-Z o reserva en… https://t.co/wrYNJC0qu0",Lay_Z_app,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[]
Tue Mar 06 17:52:57 +0000 2018,971081210666524672,#therapy #wellness https://t.co/w8ujJRt5uL,BenCaldwellLabs,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['therapy', 'wellness']"
Tue Mar 06 17:52:52 +0000 2018,971081192073121792,@fisherworkout7 on #ReignRetreat #wellness #bodyfitness #JoyfulLeaders #MindBody #FitnessMotivation #exoticretreat https://t.co/ORSfStxGqv,amalisenanayake,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['ReignRetreat', 'wellness', 'bodyfitness', 'JoyfulLeaders', 'MindBody', 'FitnessMotivation', 'exoticretreat']"
Tue Mar 06 17:49:58 +0000 2018,971080463522529280,ReignRetreat May 2018 - exotic #retreat in Galle Sri Lanka. #wellness #health #detox #cleanse #biofeedback… https://t.co/Szg0PCFsmL,amalisenanayake,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['retreat', 'wellness', 'health', 'detox', 'cleanse', 'biofeedback']"
Tue Mar 06 17:38:14 +0000 2018,971077508673212417,@CoolSculpting at Pellé Medical Spa #Manchester #NewHampshire #medicalspa #wellness #weightloss https://t.co/24JwSOG6yl,j_angel316,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['Manchester', 'NewHampshire', 'medicalspa', 'wellness', 'weightloss']"
Tue Mar 06 17:29:11 +0000 2018,971075231182925825,https://t.co/MOABQTD5G6 @SmartNonprofits @CarForNeighbors @aarpmn #Nonprofits #leadership #volunteering #Minnesota… https://t.co/aU7kWonQVM,JoeMcKenzieMN,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['Nonprofits', 'leadership', 'volunteering', 'Minnesota']"
Tue Mar 06 17:28:24 +0000 2018,971075035522838528,#InterestingReads #Wellness #Health... https://t.co/Byap4xqvHO,MVVending,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","['InterestingReads', 'Wellness', 'Health']"
Tue Mar 06 17:26:49 +0000 2018,971074634232795136,#F4LGYM +254723404404 #Brazilianjujitsu #bjj #mombasa #wellness #martailarts #Fitness… https://t.co/oXIJquBbPD,F4L_GYM,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","['F4LGYM', 'Brazilianjujitsu', 'bjj', 'mombasa', 'wellness', 'martailarts', 'Fitness']"
Tue Mar 06 17:26:16 +0000 2018,971074496533815296,Benessere e Bellezza... E' tempo di un massaggio rilassante per ridurre lo stress e sentirsi meglio con se stessi..… https://t.co/Rs08CLbbVH,HOTELTEVINI,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[]
Tue Mar 06 17:25:08 +0000 2018,971074212960989184,#kinesiology #health #healthylifestyle #healing #holistichealth #holisticnutrition #wellness #wellbeing #meditation… https://t.co/sQ5NaRaFjl,SiobhanGuthrie,"<a href=""http://postplanner.com"" rel=""nofollow"">Post Planner Inc.</a>","['kinesiology', 'health', 'healthylifestyle', 'healing', 'holistichealth', 'holisticnutrition', 'wellness', 'wellbeing', 'meditation']"
Tue Mar 06 17:24:16 +0000 2018,971073995167715328,#F4LGYM +254723404404 #Brazilianjujitsu #bjj #mombasa #wellness #martailarts #Fitness… https://t.co/R4hRnuAqaa,F4L_GYM,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","['F4LGYM', 'Brazilianjujitsu', 'bjj', 'mombasa', 'wellness', 'martailarts', 'Fitness']"
Tue Mar 06 17:22:09 +0000 2018,971073462839205890,"Photo By manfredrichter | Pixabay 
 #rosehip #bush #rosebush #wellness #wellnesscoach #wellnesswednesday… https://t.co/CY9nYSNHeJ",TheEndoShop,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","['rosehip', 'bush', 'rosebush', 'wellness', 'wellnesscoach', 'wellnesswednesday']"
Tue Mar 06 17:18:42 +0000 2018,971072594236641280,#feellikenew #selfcare #massagetherapy #Halifax #relax #wellness https://t.co/eggEakvewA,_urbanretreat,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['feellikenew', 'selfcare', 'massagetherapy', 'Halifax', 'relax', 'wellness']"
Tue Mar 06 17:15:45 +0000 2018,971071851442180096,#F4LGYM +254723404404 https://t.co/e7YhvzMfAv #aerobics #zumba #stepaerobics #Fitness #wellness #zumba @… https://t.co/T716g0VdzW,F4L_GYM,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","['F4LGYM', 'aerobics', 'zumba', 'stepaerobics', 'Fitness', 'wellness', 'zumba']"
Tue Mar 06 17:15:18 +0000 2018,971071737692672003,"Fin de journée en #cotedazurfrance
Le soleil est de retour.. Avec notre ciel azur 💪☀️

#cotedazur #FrenchRiviera… https://t.co/HyIHi2VaDY",hcotedazur,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","['cotedazurfrance', 'cotedazur', 'FrenchRiviera']"
